Date,Channel,Data Source,Campaign Name,Spend,Impressions,Clicks,Video Views,Conversions
04/14/2025,Paid Search,Google ads,Global Reach Outreach,3367.51,44496,3548,0,50
04/14/2025,Programmatic,StackAdapt,Global Reach Outreach,1421.78,606661,559,23137,19
04/14/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1339.8,227417,319,31756,15
04/14/2025,Paid Search,Amazon ads,Wonderland Drive,1950.37,38918,1820,0,190
04/14/2025,Paid Search,Amazon ads,Loyalty First,2725.25,17850,2232,0,90
04/14/2025,Paid Social,Facebook ads,Loyalty First,2431.26,78534,1637,27485,86
04/14/2025,Paid Social,Linkedin ads,Back to Basics,1543.76,99970,1843,27338,63
04/14/2025,Programmatic,Google Display & Video 360,Back to Basics,3160.57,421072,259,32317,7
04/15/2025,Paid Social,Linkedin ads,Back to Basics,2059.39,97605,2446,19388,71
04/15/2025,Programmatic,Google Display & Video 360,Back to Basics,1009.1,478166,784,39211,12
04/15/2025,Paid Search,Amazon ads,Loyalty First,4948.76,33601,3379,0,197
04/15/2025,Paid Social,Facebook ads,Loyalty First,2676.88,96884,722,24591,44
04/15/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4960.32,47873,3209,0,137
04/15/2025,Paid Search,Google ads,Global Reach Outreach,4070.7,14777,2156,0,174
04/15/2025,Paid Social,Facebook ads,Spark Frenzy,3964.13,148082,826,17963,78
04/15/2025,Organic,Direct Traffic,Spark Frenzy,0,16974,1990,0,92
04/15/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2176.03,224331,773,36313,5
04/15/2025,Paid Search,Amazon ads,Wonderland Drive,2174.16,45455,2322,0,129
04/15/2025,Programmatic,StackAdapt,Win-Back Outreach,2829.77,525893,316,13532,15
04/16/2025,Paid Search,Amazon ads,Loyalty First,3531.65,28737,1207,0,166
04/16/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1823.57,578455,674,26967,9
04/16/2025,Paid Search,Amazon ads,Wonderland Drive,1270.76,15100,2575,0,111
04/16/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2116.14,23957,2919,0,104
04/16/2025,Organic,Google organic,Eco-Forward Initiative,0,7282,1753,0,78
04/16/2025,Organic,Direct Traffic,Elite Rewards Program,0,16706,674,0,104
04/16/2025,Paid Social,Facebook ads,Elite Rewards Program,2243.36,107286,1199,20355,91
04/16/2025,Programmatic,StackAdapt,Global Reach Outreach,3270.54,515808,502,19683,10
04/16/2025,Programmatic,StackAdapt,Win-Back Outreach,1234.99,561600,326,26040,20
04/16/2025,Organic,Google organic,Win-Back Outreach,0,17959,1844,0,96
04/17/2025,Paid Search,Amazon ads,Loyalty First,2557.51,10525,3816,0,61
04/17/2025,Organic,Google organic,Eco-Forward Initiative,0,14505,665,0,35
04/17/2025,Organic,Direct Traffic,Spark Frenzy,0,7187,1438,0,132
04/17/2025,Paid Search,Google ads,Global Reach Outreach,3375.04,26031,1735,0,141
04/17/2025,Programmatic,StackAdapt,Global Reach Outreach,3856.8,425516,262,13673,12
04/17/2025,Paid Social,Linkedin ads,Back to Basics,2689.68,93534,2491,18000,55
04/17/2025,Programmatic,Google Display & Video 360,Back to Basics,3522.25,366698,337,45667,5
04/18/2025,Paid Social,Linkedin ads,Back to Basics,2058,125669,1675,8951,23
04/18/2025,Programmatic,Google Display & Video 360,Back to Basics,3902.05,449493,625,49498,9
04/18/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1629.33,331436,255,17628,12
04/18/2025,Paid Search,Amazon ads,Wonderland Drive,4821.09,11385,1594,0,87
04/18/2025,Programmatic,StackAdapt,Win-Back Outreach,2505.74,773898,335,19828,13
04/18/2025,Paid Search,Google ads,Global Reach Outreach,2001.23,18721,4785,0,50
04/18/2025,Programmatic,StackAdapt,Global Reach Outreach,1019.32,379215,309,48265,15
04/18/2025,Paid Search,Amazon ads,Loyalty First,1842.39,38265,3008,0,192
04/18/2025,Paid Social,Facebook ads,Loyalty First,2287.18,126681,1112,24038,72
04/18/2025,Paid Social,Facebook ads,Spark Frenzy,4629.56,121528,881,14522,82
04/18/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2415.94,20769,1985,0,149
04/18/2025,Organic,Direct Traffic,Elite Rewards Program,0,14386,1851,0,40
04/18/2025,Paid Social,Facebook ads,Elite Rewards Program,2691.03,82511,1491,26792,66
04/19/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4909.71,333840,515,41661,17
04/19/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2389.75,16623,1566,0,67
04/19/2025,Organic,Google organic,Win-Back Outreach,0,5186,1414,0,40
04/19/2025,Paid Search,Google ads,Global Reach Outreach,4382.2,27770,2182,0,122
04/19/2025,Programmatic,StackAdapt,Global Reach Outreach,3757.45,613430,436,25019,6
04/19/2025,Paid Social,Facebook ads,Spark Frenzy,4827.99,54014,543,11490,99
04/19/2025,Organic,Direct Traffic,Spark Frenzy,0,15553,1639,0,94
04/19/2025,Organic,Direct Traffic,Elite Rewards Program,0,6777,1575,0,124
04/19/2025,Paid Social,Facebook ads,Elite Rewards Program,4504.62,77207,1684,14235,29
04/20/2025,Programmatic,StackAdapt,Win-Back Outreach,3740.56,321270,763,49929,13
04/20/2025,Organic,Google organic,Win-Back Outreach,0,11159,755,0,143
04/20/2025,Paid Social,Facebook ads,Spark Frenzy,1609.47,139120,1228,15971,54
04/20/2025,Paid Search,Google ads,Global Reach Outreach,2019.29,48387,2448,0,91
04/20/2025,Programmatic,StackAdapt,Global Reach Outreach,3663.26,243656,329,32070,12
04/20/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1807.42,316282,758,27400,13
04/20/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1062.17,10240,4798,0,182
04/20/2025,Organic,Google organic,Eco-Forward Initiative,0,16184,679,0,35
04/20/2025,Organic,Direct Traffic,Elite Rewards Program,0,18129,1967,0,33
04/20/2025,Paid Social,Facebook ads,Elite Rewards Program,2289.8,61449,1773,20861,89
04/20/2025,Programmatic,Google Display & Video 360,Back to Basics,4238.13,772131,233,42867,6
04/21/2025,Programmatic,Google Display & Video 360,Back to Basics,1845.49,489744,406,24402,12
04/21/2025,Paid Social,Facebook ads,Spark Frenzy,2018.62,144872,1179,8919,60
04/21/2025,Organic,Direct Traffic,Spark Frenzy,0,6454,1853,0,107
04/21/2025,Organic,Google organic,Eco-Forward Initiative,0,14922,1747,0,49
04/21/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1435.14,575555,416,17381,14
04/21/2025,Paid Search,Amazon ads,Wonderland Drive,2969.86,46601,3244,0,98
04/21/2025,Paid Search,Google ads,Global Reach Outreach,4120.75,26986,2074,0,54
04/21/2025,Programmatic,StackAdapt,Global Reach Outreach,2683.56,660695,609,25310,18
04/21/2025,Programmatic,StackAdapt,Win-Back Outreach,1879.5,425029,293,13811,13
04/21/2025,Organic,Google organic,Win-Back Outreach,0,8391,1184,0,143
04/21/2025,Organic,Direct Traffic,Elite Rewards Program,0,16583,1311,0,83
04/21/2025,Paid Social,Facebook ads,Elite Rewards Program,1977.95,139640,632,23342,35
04/22/2025,Organic,Direct Traffic,Elite Rewards Program,0,9403,1543,0,64
04/22/2025,Paid Social,Facebook ads,Elite Rewards Program,3501.71,110906,732,9709,99
04/22/2025,Paid Social,Linkedin ads,Back to Basics,1207.66,114489,2407,29086,66
04/22/2025,Programmatic,Google Display & Video 360,Back to Basics,1559.92,319350,750,45919,10
04/22/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2317.5,247597,569,48619,20
04/22/2025,Paid Search,Amazon ads,Wonderland Drive,2660.79,12718,4532,0,96
04/22/2025,Paid Search,Google ads,Global Reach Outreach,3663.94,30216,2001,0,196
04/22/2025,Programmatic,StackAdapt,Global Reach Outreach,1137.79,635826,551,30904,8
04/22/2025,Programmatic,StackAdapt,Win-Back Outreach,4812.14,375089,277,11640,5
04/22/2025,Organic,Google organic,Win-Back Outreach,0,10260,1126,0,54
04/22/2025,Organic,Google organic,Eco-Forward Initiative,0,14581,831,0,120
04/22/2025,Paid Search,Amazon ads,Loyalty First,4603.91,38093,3048,0,158
04/22/2025,Paid Social,Facebook ads,Loyalty First,3280.76,128046,1388,10598,43
04/22/2025,Paid Social,Facebook ads,Spark Frenzy,3736.28,137035,865,24930,53
04/22/2025,Organic,Direct Traffic,Spark Frenzy,0,6219,925,0,50
04/23/2025,Paid Social,Linkedin ads,Back to Basics,1105.66,54092,1553,6142,81
04/23/2025,Paid Search,Google ads,Global Reach Outreach,2151.37,41036,2258,0,104
04/23/2025,Organic,Direct Traffic,Elite Rewards Program,0,19230,1723,0,136
04/23/2025,Paid Social,Facebook ads,Elite Rewards Program,3354.15,98364,1823,8216,62
04/23/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1596.96,48842,1764,0,69
04/23/2025,Organic,Google organic,Eco-Forward Initiative,0,12221,1678,0,64
04/23/2025,Programmatic,StackAdapt,Win-Back Outreach,3367.82,530668,541,32867,15
04/23/2025,Organic,Google organic,Win-Back Outreach,0,11600,530,0,142
04/23/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3918.32,719339,464,12975,16
04/23/2025,Paid Search,Amazon ads,Wonderland Drive,2266.68,27732,3583,0,174
04/23/2025,Paid Search,Amazon ads,Loyalty First,1232.25,10809,2132,0,182
04/23/2025,Paid Social,Facebook ads,Loyalty First,2609.32,149700,2464,19631,72
04/23/2025,Organic,Direct Traffic,Spark Frenzy,0,16760,1700,0,64
04/24/2025,Paid Social,Facebook ads,Spark Frenzy,4954.52,139635,693,8464,56
04/24/2025,Programmatic,StackAdapt,Win-Back Outreach,1585.74,455003,795,14077,6
04/24/2025,Organic,Google organic,Win-Back Outreach,0,17009,659,0,41
04/24/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4032.71,28594,3284,0,130
04/24/2025,Organic,Google organic,Eco-Forward Initiative,0,10448,759,0,119
04/24/2025,Paid Social,Linkedin ads,Back to Basics,3850.55,61808,839,11486,63
04/24/2025,Programmatic,Google Display & Video 360,Back to Basics,1603.35,634020,713,30046,19
04/24/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1039.22,762681,609,44060,10
04/24/2025,Paid Search,Amazon ads,Wonderland Drive,4068.96,41371,1922,0,192
04/25/2025,Paid Search,Amazon ads,Loyalty First,1947.34,48773,2529,0,162
04/25/2025,Paid Social,Facebook ads,Loyalty First,1368.03,54145,1963,5495,41
04/25/2025,Paid Search,Google ads,Global Reach Outreach,1260.27,29716,1632,0,163
04/25/2025,Programmatic,StackAdapt,Global Reach Outreach,1873.54,416663,621,10975,14
04/25/2025,Programmatic,StackAdapt,Win-Back Outreach,1988.6,360884,378,23676,17
04/25/2025,Paid Social,Facebook ads,Elite Rewards Program,2709.74,123745,2473,17811,61
04/25/2025,Paid Social,Facebook ads,Spark Frenzy,1241.54,59133,927,25665,45
04/25/2025,Organic,Direct Traffic,Spark Frenzy,0,17296,673,0,142
04/25/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1191.71,34842,3435,0,188
04/25/2025,Paid Social,Linkedin ads,Back to Basics,1789.23,90074,1197,5646,39
04/25/2025,Programmatic,Google Display & Video 360,Back to Basics,4614.02,582258,471,29441,20
04/25/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3806.16,207442,547,46537,11
04/25/2025,Paid Search,Amazon ads,Wonderland Drive,3959.98,46088,3253,0,191
04/26/2025,Programmatic,StackAdapt,Win-Back Outreach,4048.68,465402,248,22222,14
04/26/2025,Organic,Google organic,Win-Back Outreach,0,9890,1733,0,101
04/26/2025,Paid Social,Linkedin ads,Back to Basics,2180.12,70646,714,11414,64
04/26/2025,Programmatic,Google Display & Video 360,Back to Basics,1876.4,648276,288,31503,11
04/26/2025,Paid Social,Facebook ads,Spark Frenzy,3479.27,97810,1492,10952,53
04/26/2025,Organic,Direct Traffic,Spark Frenzy,0,7601,1069,0,44
04/26/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1676.27,481773,381,30810,7
04/26/2025,Paid Search,Amazon ads,Wonderland Drive,4267.61,38700,4806,0,185
04/26/2025,Paid Search,Amazon ads,Loyalty First,4536.87,47774,4228,0,53
04/26/2025,Paid Social,Facebook ads,Loyalty First,3693.61,146348,2137,5481,55
04/26/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2115.68,43283,1978,0,147
04/26/2025,Organic,Google organic,Eco-Forward Initiative,0,17311,1419,0,61
04/26/2025,Organic,Direct Traffic,Elite Rewards Program,0,14979,2000,0,55
04/27/2025,Paid Social,Linkedin ads,Back to Basics,2899.15,69241,1766,13109,79
04/27/2025,Programmatic,Google Display & Video 360,Back to Basics,3622.4,590910,698,42906,7
04/27/2025,Organic,Direct Traffic,Elite Rewards Program,0,18872,1331,0,144
04/27/2025,Programmatic,StackAdapt,Win-Back Outreach,1369.57,714018,368,42205,17
04/27/2025,Organic,Google organic,Win-Back Outreach,0,17102,1231,0,145
04/27/2025,Programmatic,StackAdapt,Global Reach Outreach,3207.39,558536,688,29646,15
04/27/2025,Paid Social,Facebook ads,Spark Frenzy,3846.64,110780,1680,16825,22
04/27/2025,Organic,Direct Traffic,Spark Frenzy,0,19621,859,0,61
04/27/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3533.13,309924,374,47044,16
04/27/2025,Paid Search,Amazon ads,Loyalty First,3441.02,29319,1040,0,97
04/27/2025,Paid Social,Facebook ads,Loyalty First,1817.98,59877,2279,10747,71
04/27/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4380.95,15463,4178,0,140
04/27/2025,Organic,Google organic,Eco-Forward Initiative,0,13812,607,0,82
04/28/2025,Paid Search,Google ads,Global Reach Outreach,2828.45,22585,1152,0,163
04/28/2025,Programmatic,StackAdapt,Global Reach Outreach,1518.27,511844,596,48088,20
04/28/2025,Paid Social,Linkedin ads,Back to Basics,2501.7,118290,1208,10222,23
04/28/2025,Programmatic,Google Display & Video 360,Back to Basics,3405.02,693403,475,44339,10
04/28/2025,Programmatic,StackAdapt,Win-Back Outreach,1943.81,533173,316,26282,18
04/28/2025,Organic,Google organic,Win-Back Outreach,0,9996,1505,0,79
04/28/2025,Paid Search,Amazon ads,Loyalty First,1118.74,18116,2405,0,109
04/28/2025,Paid Social,Facebook ads,Loyalty First,3425.07,58046,2039,7813,34
04/28/2025,Organic,Direct Traffic,Spark Frenzy,0,16346,1908,0,150
04/28/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4896.73,447193,493,18789,14
04/28/2025,Paid Search,Amazon ads,Wonderland Drive,3552.2,18744,3763,0,116
04/28/2025,Organic,Direct Traffic,Elite Rewards Program,0,11295,1121,0,134
04/28/2025,Paid Social,Facebook ads,Elite Rewards Program,1981.13,67807,1106,21912,53
04/29/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3532.91,47612,2443,0,194
04/29/2025,Organic,Google organic,Eco-Forward Initiative,0,14658,1409,0,141
04/29/2025,Paid Social,Linkedin ads,Back to Basics,1231.35,72438,2286,6681,71
04/29/2025,Programmatic,Google Display & Video 360,Back to Basics,4717.01,221228,667,20417,7
04/29/2025,Paid Search,Google ads,Global Reach Outreach,3060.72,16868,1885,0,72
04/29/2025,Programmatic,StackAdapt,Global Reach Outreach,1255.45,632153,268,15037,7
04/29/2025,Organic,Direct Traffic,Elite Rewards Program,0,14714,1838,0,125
04/29/2025,Paid Social,Facebook ads,Elite Rewards Program,4592.98,92750,2174,10302,77
04/29/2025,Paid Search,Amazon ads,Loyalty First,2364.34,32651,4876,0,160
04/29/2025,Paid Social,Facebook ads,Loyalty First,4233.37,118303,501,24904,77
04/29/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3015.34,597295,421,49034,7
04/29/2025,Paid Search,Amazon ads,Wonderland Drive,1230.79,24581,3305,0,59
04/30/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3855.14,29972,2925,0,90
04/30/2025,Organic,Google organic,Eco-Forward Initiative,0,18311,1580,0,65
04/30/2025,Paid Social,Facebook ads,Spark Frenzy,1289.64,57626,1559,8359,86
04/30/2025,Organic,Direct Traffic,Spark Frenzy,0,8540,1004,0,34
04/30/2025,Programmatic,StackAdapt,Win-Back Outreach,2289.97,798838,415,43662,20
04/30/2025,Organic,Google organic,Win-Back Outreach,0,11857,808,0,51
04/30/2025,Programmatic,StackAdapt,Global Reach Outreach,1625.32,229009,629,22893,10
04/30/2025,Paid Social,Linkedin ads,Back to Basics,4312.33,149099,1146,5015,79
04/30/2025,Programmatic,Google Display & Video 360,Back to Basics,2153.89,356808,257,41591,10
05/01/2025,Programmatic,StackAdapt,Win-Back Outreach,4609.51,682243,365,40454,7
05/01/2025,Organic,Google organic,Win-Back Outreach,0,13641,853,0,135
05/01/2025,Paid Social,Linkedin ads,Back to Basics,3137.99,82507,1016,21151,47
05/01/2025,Programmatic,Google Display & Video 360,Back to Basics,1676.92,775305,287,26452,17
05/01/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1038.61,47679,2788,0,112
05/01/2025,Organic,Google organic,Eco-Forward Initiative,0,18492,1624,0,109
05/01/2025,Organic,Direct Traffic,Spark Frenzy,0,5882,952,0,125
05/01/2025,Organic,Direct Traffic,Elite Rewards Program,0,9991,1521,0,33
05/01/2025,Paid Social,Facebook ads,Elite Rewards Program,1493.78,105254,739,21267,29
05/01/2025,Paid Search,Google ads,Global Reach Outreach,4207,39092,3217,0,161
05/01/2025,Paid Search,Amazon ads,Loyalty First,2363.65,29247,1211,0,80
05/01/2025,Paid Social,Facebook ads,Loyalty First,1455.31,59161,735,28548,82
05/02/2025,Paid Social,Linkedin ads,Back to Basics,3750.49,53773,1284,16582,76
05/02/2025,Programmatic,Google Display & Video 360,Back to Basics,1647.96,531975,678,29036,8
05/02/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4221.78,532657,379,16269,15
05/02/2025,Paid Search,Amazon ads,Wonderland Drive,3445.78,10634,1609,0,169
05/02/2025,Paid Social,Facebook ads,Spark Frenzy,4395.03,82862,2021,5442,89
05/02/2025,Organic,Direct Traffic,Spark Frenzy,0,16896,1401,0,139
05/02/2025,Paid Search,Amazon ads,Loyalty First,4157.5,39296,4895,0,80
05/02/2025,Paid Social,Facebook ads,Loyalty First,4373.09,121744,582,15189,49
05/02/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4778.08,27672,1512,0,180
05/02/2025,Organic,Google organic,Eco-Forward Initiative,0,11958,1580,0,133
05/02/2025,Paid Search,Google ads,Global Reach Outreach,2698.14,30964,3305,0,72
05/02/2025,Programmatic,StackAdapt,Global Reach Outreach,1007.5,606907,278,26325,17
05/02/2025,Organic,Direct Traffic,Elite Rewards Program,0,19261,887,0,123
05/03/2025,Organic,Google organic,Eco-Forward Initiative,0,5036,549,0,145
05/03/2025,Paid Social,Facebook ads,Elite Rewards Program,2925.37,115027,1131,7548,31
05/03/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3458.05,432805,492,26475,10
05/03/2025,Paid Search,Amazon ads,Wonderland Drive,3649.38,36382,2080,0,180
05/03/2025,Paid Search,Google ads,Global Reach Outreach,4293.16,45299,4734,0,110
05/03/2025,Programmatic,StackAdapt,Global Reach Outreach,4566.58,706579,786,34479,9
05/03/2025,Organic,Google organic,Win-Back Outreach,0,10756,626,0,72
05/04/2025,Organic,Direct Traffic,Elite Rewards Program,0,14205,1715,0,120
05/04/2025,Paid Social,Facebook ads,Elite Rewards Program,4589.88,59272,2333,8677,96
05/04/2025,Organic,Direct Traffic,Spark Frenzy,0,14992,1102,0,59
05/04/2025,Paid Search,Amazon ads,Loyalty First,3631.98,46659,2882,0,145
05/04/2025,Paid Social,Facebook ads,Loyalty First,3643.8,98599,2006,17701,84
05/04/2025,Programmatic,StackAdapt,Global Reach Outreach,2221.68,402943,654,16339,11
05/04/2025,Paid Social,Linkedin ads,Back to Basics,1564.99,138184,2289,13467,46
05/04/2025,Programmatic,Google Display & Video 360,Back to Basics,4636.2,561065,253,39961,9
05/05/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2457.04,211099,800,47998,6
05/05/2025,Paid Search,Amazon ads,Loyalty First,2686.86,10842,4787,0,62
05/05/2025,Paid Social,Facebook ads,Loyalty First,4995.29,104718,1779,13883,77
05/05/2025,Paid Social,Facebook ads,Elite Rewards Program,1620.97,140634,1429,29427,84
05/05/2025,Programmatic,StackAdapt,Win-Back Outreach,1447.27,708302,384,15397,9
05/05/2025,Organic,Google organic,Win-Back Outreach,0,19088,1492,0,42
05/05/2025,Paid Social,Linkedin ads,Back to Basics,1919.5,88589,548,19920,77
05/05/2025,Programmatic,Google Display & Video 360,Back to Basics,2213.65,627875,215,19318,13
05/05/2025,Programmatic,StackAdapt,Global Reach Outreach,3788.59,471930,482,18395,19
05/05/2025,Paid Social,Facebook ads,Spark Frenzy,2929.99,63378,726,19017,63
05/05/2025,Organic,Direct Traffic,Spark Frenzy,0,16702,1578,0,111
05/05/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1079.41,18379,3175,0,106
05/05/2025,Organic,Google organic,Eco-Forward Initiative,0,17771,1344,0,30
05/06/2025,Organic,Direct Traffic,Elite Rewards Program,0,16341,1017,0,115
05/06/2025,Paid Social,Facebook ads,Elite Rewards Program,1026.64,137903,1565,20967,31
05/06/2025,Paid Social,Facebook ads,Spark Frenzy,4788.32,138306,1791,16271,69
05/06/2025,Programmatic,StackAdapt,Win-Back Outreach,1594.37,724192,765,24557,7
05/06/2025,Organic,Google organic,Win-Back Outreach,0,10199,1900,0,48
05/06/2025,Paid Search,Amazon ads,Loyalty First,4945.65,18506,3864,0,121
05/06/2025,Paid Social,Facebook ads,Loyalty First,4634.9,67302,1791,23534,81
05/06/2025,Paid Search,Amazon ads,Wonderland Drive,4295.07,24716,2028,0,55
05/06/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3889.58,33725,1165,0,54
05/06/2025,Organic,Google organic,Eco-Forward Initiative,0,9036,1193,0,135
05/07/2025,Paid Search,Amazon ads,Loyalty First,4883.06,38009,1042,0,157
05/07/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3991.4,12119,4819,0,127
05/07/2025,Organic,Google organic,Eco-Forward Initiative,0,8148,1282,0,92
05/07/2025,Paid Search,Google ads,Global Reach Outreach,4832.93,20024,4274,0,145
05/07/2025,Programmatic,StackAdapt,Global Reach Outreach,3814.38,560994,436,26964,9
05/07/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1812.75,564210,635,45638,16
05/07/2025,Paid Search,Amazon ads,Wonderland Drive,3511.75,43534,1661,0,193
05/07/2025,Organic,Direct Traffic,Elite Rewards Program,0,10573,1747,0,48
05/07/2025,Paid Social,Facebook ads,Elite Rewards Program,4218.48,130226,930,19450,50
05/08/2025,Paid Search,Google ads,Global Reach Outreach,3474.39,22947,3461,0,111
05/08/2025,Programmatic,StackAdapt,Global Reach Outreach,4351.15,482514,458,19204,10
05/08/2025,Paid Search,Amazon ads,Loyalty First,3716.39,40907,2054,0,170
05/08/2025,Paid Social,Facebook ads,Loyalty First,2258.7,82489,618,11287,74
05/08/2025,Paid Social,Facebook ads,Spark Frenzy,3876.84,112796,838,22947,46
05/08/2025,Organic,Direct Traffic,Spark Frenzy,0,14145,1054,0,125
05/08/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4808.83,636172,771,15720,13
05/08/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1790.35,34238,3521,0,75
05/08/2025,Organic,Google organic,Eco-Forward Initiative,0,5960,1987,0,118
05/08/2025,Paid Social,Linkedin ads,Back to Basics,2934.6,75494,651,22740,77
05/08/2025,Programmatic,Google Display & Video 360,Back to Basics,2637.21,275394,416,14090,17
05/09/2025,Paid Search,Google ads,Global Reach Outreach,2500.17,24151,4410,0,112
05/09/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3081.39,40185,1984,0,121
05/09/2025,Organic,Google organic,Eco-Forward Initiative,0,5075,655,0,51
05/09/2025,Paid Social,Facebook ads,Spark Frenzy,2932.38,74811,2085,7652,96
05/09/2025,Organic,Direct Traffic,Elite Rewards Program,0,17994,1041,0,94
05/09/2025,Paid Social,Facebook ads,Elite Rewards Program,3521.43,137035,1939,11639,26
05/09/2025,Paid Search,Amazon ads,Loyalty First,4757.1,47867,2126,0,68
05/10/2025,Paid Search,Google ads,Global Reach Outreach,4097.43,47366,4528,0,191
05/10/2025,Programmatic,StackAdapt,Win-Back Outreach,4579,431192,377,21413,18
05/10/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2950.68,39545,2032,0,188
05/10/2025,Paid Social,Facebook ads,Loyalty First,3159.07,111625,2383,11380,81
05/10/2025,Paid Social,Facebook ads,Spark Frenzy,2375.92,96124,702,21372,96
05/10/2025,Organic,Direct Traffic,Elite Rewards Program,0,12899,1340,0,38
05/10/2025,Paid Social,Facebook ads,Elite Rewards Program,4618.55,62575,1331,29100,39
05/10/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4350.14,384124,619,37984,16
05/10/2025,Paid Search,Amazon ads,Wonderland Drive,4630.1,15496,2594,0,93
05/11/2025,Paid Search,Google ads,Global Reach Outreach,3995.42,22958,2804,0,140
05/11/2025,Programmatic,StackAdapt,Global Reach Outreach,2087.25,330629,488,42866,11
05/11/2025,Paid Search,Amazon ads,Loyalty First,4676.2,30419,2479,0,64
05/11/2025,Organic,Google organic,Win-Back Outreach,0,5256,714,0,71
05/11/2025,Paid Social,Facebook ads,Spark Frenzy,4381.87,127318,1388,9327,66
05/11/2025,Organic,Direct Traffic,Spark Frenzy,0,6102,1101,0,81
05/11/2025,Paid Social,Linkedin ads,Back to Basics,3749.45,53494,733,17398,58
05/11/2025,Paid Social,Facebook ads,Elite Rewards Program,2173.81,140355,943,13775,44
05/11/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4696.14,23990,1555,0,192
05/11/2025,Organic,Google organic,Eco-Forward Initiative,0,12193,578,0,89
05/11/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2784.88,704570,271,35226,7
05/11/2025,Paid Search,Amazon ads,Wonderland Drive,3941.69,38597,3901,0,117
05/12/2025,Paid Search,Amazon ads,Loyalty First,3071.05,45537,2429,0,134
05/12/2025,Paid Social,Facebook ads,Loyalty First,4592.4,66354,1617,23256,70
05/12/2025,Organic,Direct Traffic,Spark Frenzy,0,6758,743,0,72
05/12/2025,Paid Search,Google ads,Global Reach Outreach,3081.57,27806,4292,0,91
05/12/2025,Programmatic,StackAdapt,Global Reach Outreach,3676.99,789355,582,11433,6
05/12/2025,Organic,Direct Traffic,Elite Rewards Program,0,13251,759,0,56
05/12/2025,Paid Social,Linkedin ads,Back to Basics,3185.03,147283,725,26610,69
05/12/2025,Programmatic,StackAdapt,Win-Back Outreach,2408.56,742468,384,17490,13
05/12/2025,Organic,Google organic,Eco-Forward Initiative,0,19508,1659,0,85
05/12/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1383.95,346507,421,14848,13
05/12/2025,Paid Search,Amazon ads,Wonderland Drive,3341.5,43460,4004,0,176
05/13/2025,Paid Social,Facebook ads,Spark Frenzy,3998.86,63614,573,22717,80
05/13/2025,Organic,Direct Traffic,Spark Frenzy,0,12237,1354,0,40
05/13/2025,Programmatic,StackAdapt,Global Reach Outreach,3269.35,587808,290,45280,18
05/13/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1103.69,19713,1615,0,117
05/13/2025,Organic,Google organic,Eco-Forward Initiative,0,10388,1844,0,43
05/13/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1496.66,457102,224,13436,15
05/13/2025,Paid Search,Amazon ads,Wonderland Drive,1254.87,36971,1571,0,170
05/13/2025,Organic,Direct Traffic,Elite Rewards Program,0,7549,1416,0,92
